track_artist,track_name,energy,tempo,danceability,playlist_genre,loudness,liveness,valence,speechiness,track_popularity,playlist_name,track_album_release_date,instrumentalness,key,duration_ms,acousticness,playlist_subgenre
Yuuri,カーテンコール,0.905,141.131,0.545,j-pop,-3.823,0.182,0.735,0.0684,73,Anime Hits,2024-07-19,0.0,5,243027,0.103,anime
Future,LIL DEMON,0.754,131.001,0.863,hip-hop,-5.851,0.0913,0.301,0.0611,77,RapCaviar,2024-09-20,0.0,11,139197,0.00125,modern
Britney Spears,Toxic,0.838,143.04,0.774,pop,-3.914,0.242,0.924,0.114,83,Throwback Party,2003-11-13,0.025,5,198800,0.0249,throwback
"David Guetta, Sia",Titanium (feat. Sia),0.787,126.062,0.604,pop,-3.674,0.127,0.301,0.103,80,Throwback Party,2012-12-07,0.15,0,245040,0.0679,throwback
Journey,Separate Ways (Worlds Apart) [2023 Remaster],0.96,131.707,0.469,rock,-4.809,0.334,0.37,0.0629,70,80s Rock Anthems,1983-02-01,1.81e-06,4,323453,0.141,80s
Tears For Fears,Everybody Wants To Rule The World,0.795,112.067,0.645,rock,-12.095,0.104,0.535,0.0527,85,80s Rock Anthems,1985-02-25,0.00389,7,251489,0.347,80s
Adele,Easy On Me,0.366,141.981,0.604,pop,-7.519,0.133,0.13,0.0282,77,Soft Pop Hits,2021-10-14,0.0,5,224695,0.578,soft
"Clean Bandit, Sean Paul, Anne-Marie",Rockabye (feat. Sean Paul & Anne-Marie),0.763,101.965,0.72,pop,-4.068,0.18,0.742,0.0523,70,Throwback Party,2016-10-21,0.0,9,251088,0.406,throwback
Billie Eilish,BIRDS OF A FEATHER,0.507,104.978,0.747,gaming,-10.171,0.117,0.438,0.0358,97,Top Gaming Tracks,2024-05-17,0.0608,2,210373,0.2,modern
David Bowie,Starman - 2012 Remaster,0.449,100.456,0.486,rock,-10.298,0.54,0.549,0.0267,76,Rock Classics,1972-06-06,2.23e-06,5,254293,0.166,classic
AC/DC,You Shook Me All Night Long,0.767,127.361,0.532,rock,-5.509,0.39,0.755,0.0574,81,80s Rock Anthems,1980-07-25,0.000513,7,210173,0.00287,80s
"Maroon 5, Christina Aguilera","Moves Like Jagger - Studio Recording From ""The Voice"" Performance",0.761,128.046,0.722,pop,-4.46,0.315,0.624,0.0475,79,Throwback Party,2010,0.0,11,201493,0.0119,throwback
"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),0.764,169.928,0.591,pop,-5.484,0.103,0.478,0.0483,78,Soft Pop Hits,2021-07-09,0.0,1,141806,0.0383,soft
Peggy Gou,(It Goes Like) Nanana - Edit,0.876,129.998,0.671,electronic,-5.681,0.0823,0.964,0.0352,75,Techno Bunker,2023-06-15,0.188,7,231545,0.12,techno
Fleetwood Mac,Dreams - 2004 Remaster,0.492,120.151,0.828,rock,-9.744,0.128,0.789,0.0276,84,Rock Classics,1977-02-04,0.00428,0,257800,0.0644,classic
Juanes,La Camisa Negra,0.731,97.007,0.751,rock,-4.419,0.0556,0.973,0.0308,72,Spanish Rock Classics,2004-01-01,0.0,6,216707,0.0838,spanish
Lost Frequencies,Love Is The Only Thing,0.688,127.938,0.608,electronic,-8.597,0.08,0.214,0.0499,68,Techno Bunker,2024-11-08,0.00736,5,171094,0.0554,techno
"Eminem, Rihanna",Love The Way You Lie,0.925,86.989,0.749,blues,-5.034,0.52,0.641,0.227,83,Classic Blues,2010-06-18,0.0,10,263373,0.241,classic
Teddy Swims,Lose Control,0.604,159.92,0.561,soul,-4.409,0.104,0.242,0.0337,81,Soul Coffee,2023-06-23,1.9e-05,9,210689,0.199,classic
Kendrick Lamar,Not Like Us,0.472,101.061,0.898,gaming,-7.001,0.141,0.214,0.0776,88,Top Gaming Tracks,2024-05-04,0.0,1,274192,0.0107,modern
"Major Lazer, MØ, DJ Snake",Lean On (feat. MØ & DJ Snake),0.809,98.007,0.723,pop,-3.081,0.565,0.274,0.0625,76,Throwback Party,2015-11-27,0.00123,7,176561,0.00346,throwback
AC/DC,You Shook Me All Night Long,0.767,127.361,0.532,rock,-5.509,0.39,0.755,0.0574,81,Rock Classics,1980-07-25,0.000513,7,210173,0.00287,classic
Jung Kook,Stay Alive (Prod. SUGA of BTS),0.76,130.096,0.512,korean,-5.889,0.103,0.495,0.0682,68,K-Drama OSTs,2022-02-11,0.0,2,210928,0.299,drama
"Akon, Hamsika Iyer",Chammak Challo,0.879,133.946,0.742,indian,-4.274,0.0981,0.936,0.0328,72,Bollywood Workout,2011-09-16,7.17e-06,0,227091,0.0696,workout
"Robin Schulz, CYRIL, Sam Martin",World Gone Wild (feat. Sam Martin),0.714,127.993,0.634,electronic,-7.529,0.374,0.409,0.104,69,Techno Bunker,2024-10-11,0.0025,7,146523,0.00882,techno
Juanes,A Dios Le Pido,0.84,97.027,0.673,rock,-3.564,0.0965,0.94,0.0559,72,Spanish Rock Classics,2002-01-01,0.0,7,205373,0.0683,spanish
"Shubh, Ikky",Baller,0.702,180.219,0.711,hip-hop,-10.048,0.0932,0.674,0.233,68,Desi Hip-Hop,2022-09-09,0.0163,5,148188,0.00487,desi
"Pyotr Ilyich Tchaikovsky, André Previn, London Symphony Orchestra","Tchaikovsky: Swan Lake, Op. 20, Act 2: No. 10, Scene. Moderato",0.164,58.303,0.136,classical,-18.756,0.109,0.071,0.0364,68,Classical Essentials,1976-01-01,0.916,4,166867,0.911,essential
"Metro Boomin, Future, Chris Brown",Superhero (Heroes & Villains) [with Future & Chris Brown],0.583,116.624,0.709,hip-hop,-5.298,0.195,0.533,0.204,79,Trap,2022-12-02,2.97e-06,5,182667,0.138,trap
"Kanye West, Rick Ross",Devil In A New Dress,0.76,80.082,0.435,hip-hop,-4.935,0.158,0.206,0.0721,76,Chill Hop,2010-11-22,0.0,8,351947,0.0175,chill
"Lady Gaga, Bruno Mars",Die With A Smile,0.592,157.969,0.521,pop,-7.777,0.122,0.535,0.0304,100,Global Top 50,2024-08-16,0.0,6,251668,0.308,global
Katrina & The Waves,Walking On Sunshine,0.87,109.901,0.597,pop,-11.97,0.0678,0.944,0.0371,76,Throwback Party,1985,0.166,10,238733,0.0119,throwback
Matt Maltese,As the World Caves In,0.449,123.969,0.327,ambient,-5.362,0.22,0.179,0.034,68,Dark Academia,2018-06-08,0.00444,10,218755,0.369,academic
Mitski,My Love Mine All Mine,0.308,113.95,0.504,ambient,-14.958,0.158,0.121,0.0321,88,Dark Academia,2023-09-15,0.135,9,137773,0.868,academic
"Post Malone, Ozzy Osbourne, Travis Scott",Take What You Want (feat. Ozzy Osbourne & Travis Scott),0.8,139.918,0.498,hip-hop,-2.665,0.147,0.272,0.0503,73,Melodic Rap,2019-09-06,0.0,1,229573,0.0903,melodic
"Marshmello, Jonas Brothers",Leave Before You Love Me (with Jonas Brothers),0.738,119.976,0.721,pop,-4.77,0.118,0.637,0.0403,77,Soft Pop Hits,2021-05-21,4.41e-06,7,154983,0.00226,soft
Hozier,Work Song,0.363,121.412,0.531,folk,-7.672,0.112,0.259,0.0608,77,Indie Folk,2014-09-19,0.0,10,229720,0.749,indie
The Marías,No One Noticed,0.339,97.989,0.705,pop,-10.612,0.12,0.457,0.0278,84,Today's Top Hits,2024-05-31,0.0814,7,236907,0.552,mainstream
Kendrick Lamar,N95,0.67,139.956,0.79,hip-hop,-5.527,0.119,0.408,0.105,75,Gangster Rap,2022-05-13,2.32e-06,1,195950,0.377,gangster
"Rauw Alejandro, Romeo Santos",Khé?,0.627,155.865,0.687,pop,-4.975,0.0893,0.47,0.181,78,Global Top 50,2024-11-15,0.0,7,206066,0.326,global
USHER,U Remind Me,0.629,93.985,0.657,blues,-4.938,0.254,0.726,0.0782,69,Classic Blues,2001-08-07,0.0,6,266893,0.194,classic
Artemas,i like the way you kiss me,0.946,151.647,0.599,gaming,-4.263,0.0826,0.747,0.0447,84,Top Gaming Tracks,2024-03-19,0.0106,11,142515,0.000938,modern
David Bowie,Heroes - 2017 Remaster,0.758,112.113,0.489,rock,-6.491,0.092,0.435,0.0297,72,80s Rock Anthems,1977,0.49,7,371413,0.000678,80s
Corona,The Rhythm of the Night,0.805,127.808,0.69,pop,-11.522,0.095,0.799,0.0336,70,Throwback Party,1994,0.739,5,264280,0.000232,throwback
